,chek_acc,month_duration,credit_history,purpose,Credit_amo,saving_amo,present_employmment,instalrate,p_status,guatan,present_resident,property,age,installment,Housing,existing_cards,job,no_people,telephn,foreign_worker,target
218,1,3,3,4,3,1,3,1,1,1,1,1,1,3,1,1,2,1,1,1,2
363,4,1,3,4,2,1,3,1,4,1,1,2,1,3,1,1,3,1,1,1,2
850,1,3,5,1,2,1,3,3,4,3,1,2,2,1,1,2,3,1,1,2,1
111,3,2,3,8,1,1,2,3,2,1,3,2,1,3,1,1,3,1,2,1,2
479,1,2,5,4,2,1,5,3,3,1,3,3,2,3,2,2,3,2,2,1,2
105,2,3,5,3,4,1,3,1,3,2,2,3,2,3,2,2,4,2,2,1,1
539,3,2,3,4,3,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,2
320,2,4,5,1,4,1,1,3,4,1,1,3,2,3,2,2,4,1,1,1,1
511,4,4,3,2,4,1,3,1,3,1,1,4,2,3,3,1,4,1,2,1,2
69,4,4,3,5,3,5,3,3,2,1,3,3,1,3,2,1,3,1,1,1,2
85,4,1,5,10,2,1,3,3,2,3,1,1,2,3,2,2,4,1,2,1,2
886,2,3,5,10,3,5,4,3,3,1,2,4,2,3,2,2,3,2,2,1,2
161,4,2,5,1,1,1,2,3,2,1,1,2,2,3,2,2,3,1,1,1,2
634,2,3,3,1,1,1,2,2,2,1,3,3,1,3,2,1,2,1,2,1,1
960,4,1,5,5,2,1,5,1,4,1,1,1,2,3,1,2,3,1,1,1,2
918,1,3,3,4,3,2,1,1,1,1,1,2,2,3,2,1,3,1,1,1,1
208,1,3,3,10,4,1,3,1,4,1,1,3,1,2,2,1,2,1,1,1,2
59,1,4,5,4,4,1,2,3,2,2,3,4,1,3,1,2,2,1,2,1,1
574,2,1,3,5,1,1,5,3,3,1,3,3,2,3,2,2,2,1,1,1,2
42,2,2,4,7,4,1,3,1,3,1,3,1,2,3,2,1,2,2,2,1,2
546,4,3,5,1,2,1,3,3,2,1,3,3,2,3,2,1,3,1,2,1,2
235,1,3,3,5,2,1,1,3,3,1,1,3,2,2,2,1,4,2,1,1,1
953,4,4,3,4,4,1,1,3,2,1,1,3,2,3,2,2,4,1,2,1,1
254,2,1,3,4,2,5,4,1,3,1,1,3,1,3,2,1,3,1,2,1,2
531,2,2,3,1,3,2,3,1,2,1,3,3,2,3,1,2,3,1,2,1,1
104,4,1,3,2,3,5,2,1,4,1,3,3,2,3,1,1,3,1,2,1,2
372,4,1,5,4,2,1,2,1,2,1,2,1,1,3,1,2,3,1,1,1,2
625,4,2,3,5,2,5,5,3,3,1,1,3,2,3,2,1,3,1,1,1,2
3,1,4,3,4,4,1,4,1,3,3,3,2,2,3,3,1,3,2,1,1,2
538,1,4,3,1,4,1,5,3,3,1,3,4,2,1,3,1,4,1,1,1,1
709,2,1,3,5,2,1,3,1,3,1,1,1,2,3,2,1,2,2,1,1,2
224,4,2,3,2,4,1,3,2,3,1,1,3,2,3,2,1,3,1,2,1,2
370,4,4,3,1,3,5,3,3,3,1,3,1,2,3,2,1,3,1,1,1,2
588,1,2,3,6,1,1,3,3,4,1,2,1,2,3,2,1,2,1,2,1,1
248,3,3,3,4,2,1,3,1,3,1,1,1,2,3,2,1,3,1,1,1,2
518,1,1,3,1,1,2,5,2,3,1,1,2,2,3,2,1,3,1,2,1,2
740,1,3,2,1,3,2,4,1,3,1,2,3,2,1,2,1,3,1,1,1,2
31,1,3,3,4,4,1,3,1,3,1,1,3,2,2,2,1,3,1,1,1,2
267,4,3,3,5,2,1,2,3,2,1,2,3,2,2,2,1,3,1,2,1,2
697,4,1,5,1,1,1,1,1,2,1,1,2,2,3,2,1,1,1,1,1,2
946,1,3,2,4,3,3,2,3,3,1,3,4,2,3,3,1,3,2,2,1,1
758,4,3,3,1,2,1,3,1,3,3,1,1,2,3,2,1,3,1,2,1,2
970,2,2,3,7,2,2,3,3,3,3,1,1,1,3,2,1,3,1,1,1,2
418,4,3,3,1,3,3,4,1,2,1,1,3,2,1,2,1,4,1,1,1,2
233,2,2,3,5,1,1,3,3,4,3,1,1,1,3,2,1,2,1,1,1,2
711,1,1,2,8,1,1,5,3,2,1,3,4,2,3,3,1,3,1,1,1,1
947,4,1,3,1,3,5,1,3,3,1,3,4,2,3,2,1,4,1,2,1,2
302,3,3,5,1,1,5,4,3,3,1,1,1,2,1,2,2,2,2,1,1,1
977,2,2,4,10,3,5,5,3,3,1,1,2,2,3,2,2,3,1,1,1,2
830,4,3,4,10,3,3,3,3,3,1,1,3,2,3,2,2,3,2,2,1,2
147,4,1,5,1,1,2,4,3,2,1,2,3,2,3,2,2,3,1,2,1,2
919,1,3,3,4,3,1,5,3,3,1,1,2,2,3,1,1,4,1,2,1,1
650,1,4,3,8,4,1,4,3,3,1,1,4,2,3,3,1,4,1,2,1,2
327,4,3,3,1,2,4,4,3,2,1,2,3,2,3,2,1,3,2,2,1,2
831,1,2,3,1,1,1,2,3,2,1,2,3,1,3,1,1,3,1,2,1,1
968,4,4,3,5,4,5,4,1,4,1,3,2,2,3,1,1,3,1,2,1,2
384,4,4,4,10,4,2,3,1,3,1,1,2,2,3,2,2,2,1,1,1,2
459,4,2,3,5,4,1,2,2,3,1,1,3,2,3,2,1,3,1,2,1,2
805,1,4,3,1,4,1,4,1,3,1,1,3,1,3,2,1,3,1,2,1,1
351,2,1,3,4,1,1,3,1,2,1,1,3,2,3,2,1,3,1,1,2,1
99,2,3,4,2,4,5,4,2,3,1,3,2,2,1,1,2,4,2,2,1,2
784,2,3,3,2,4,5,1,1,1,1,3,1,2,3,2,1,4,1,2,1,2
334,1,3,1,4,4,1,5,2,3,1,3,4,1,1,1,2,3,2,1,1,1
276,4,2,5,5,3,1,3,1,2,1,1,3,2,3,2,2,3,1,1,1,2
499,3,1,5,1,1,2,5,1,1,1,3,3,2,3,2,2,3,2,2,1,2
527,4,1,5,5,2,1,4,1,3,1,1,1,2,3,2,2,2,2,1,1,2
664,3,1,5,8,1,1,3,1,2,1,3,2,2,3,2,1,2,1,1,1,2
484,4,1,5,1,1,3,3,3,3,1,3,1,2,3,2,1,3,1,2,1,2
391,2,1,3,4,1,4,2,1,2,1,3,1,1,3,1,1,2,1,1,1,2
563,2,4,3,1,4,5,3,1,3,1,3,4,2,3,3,1,3,1,2,1,1
548,1,1,2,5,1,1,3,3,2,1,3,1,1,1,2,1,2,1,1,1,1
696,2,1,3,5,1,1,4,3,3,3,2,1,2,3,2,2,3,1,1,2,2
587,1,1,3,4,1,1,3,3,3,3,1,2,1,3,2,1,2,1,1,1,2
150,4,1,3,5,1,2,5,1,3,1,3,4,2,1,3,1,3,2,2,1,2
78,4,4,1,2,4,5,3,1,3,1,1,2,2,3,2,1,2,2,1,1,2
9,2,4,5,1,4,1,1,3,4,1,1,3,2,3,2,2,4,1,1,1,1
142,1,4,3,5,3,1,3,2,3,1,1,3,2,3,2,1,4,1,1,1,2
642,4,2,3,8,4,2,3,2,3,1,1,2,2,3,2,1,4,1,2,1,1
75,1,1,5,2,2,1,5,3,3,1,3,4,2,3,3,2,4,1,1,1,2
253,4,3,4,4,4,2,3,1,3,1,2,2,2,3,2,2,3,1,1,1,2
29,1,4,4,10,4,1,5,2,3,1,3,4,2,3,2,2,3,1,2,1,1
169,2,3,5,10,2,1,5,3,1,1,3,1,2,3,2,2,3,1,2,1,1
549,4,4,5,2,4,5,4,1,3,1,1,4,2,3,3,2,3,1,2,1,2
756,3,1,5,1,1,1,3,1,3,1,1,1,2,3,2,3,1,2,1,2,2
211,4,4,3,5,3,5,5,1,2,1,3,1,2,3,2,1,2,1,2,1,2
700,4,1,3,4,1,3,3,3,2,1,3,3,2,3,1,1,2,1,1,1,1
969,1,1,5,1,3,1,3,1,3,1,1,1,2,3,2,2,2,2,1,1,2
735,2,4,2,6,4,5,2,2,2,1,1,4,2,1,2,1,1,1,1,1,2
392,1,4,3,1,3,1,4,1,3,1,3,4,2,1,3,1,4,2,2,1,2
58,3,2,3,1,2,1,5,2,2,1,1,3,1,3,2,1,4,1,1,1,2
799,2,1,3,1,2,5,2,3,3,1,1,1,2,3,2,1,1,1,1,1,2
408,4,3,3,5,3,3,5,2,1,1,1,3,2,3,2,1,4,1,2,1,2
592,4,3,3,10,2,4,5,3,2,1,3,1,2,1,2,1,2,1,1,1,2
88,1,2,3,1,2,2,4,3,3,1,2,3,2,3,2,1,4,2,2,1,2
500,1,3,3,1,3,1,2,3,2,1,1,2,2,3,2,1,3,1,1,1,1
620,2,3,5,10,3,1,4,1,3,1,2,2,2,3,2,2,3,1,1,1,2
462,2,1,3,4,3,1,2,2,2,1,1,1,2,3,1,1,4,1,1,1,2
127,2,1,3,7,1,1,3,3,3,1,1,3,2,3,2,1,3,1,1,1,1
761,1,2,5,4,2,1,3,3,2,1,3,1,1,3,1,2,3,1,1,1,1
328,3,4,3,5,4,1,5,3,3,1,1,3,2,3,2,1,3,1,1,1,2
943,4,1,5,1,2,1,4,1,3,1,1,1,2,3,2,3,2,2,1,1,2
552,1,4,3,5,4,1,4,1,4,3,1,1,2,3,2,2,3,1,2,1,1
994,4,1,3,1,3,5,5,3,3,1,2,3,2,3,2,1,3,1,2,1,2
798,4,3,4,1,1,5,5,3,4,1,3,3,2,3,2,2,3,1,2,1,2
367,1,2,3,4,3,1,2,1,2,1,3,3,1,3,1,1,3,1,1,1,2
645,4,4,4,10,4,5,2,3,3,1,3,3,2,3,1,2,3,1,2,1,1
151,4,1,3,5,2,1,3,1,3,1,3,2,2,3,2,1,3,1,2,2,2
341,1,3,3,4,3,1,4,1,2,1,3,3,2,3,1,1,2,1,1,1,2
396,1,1,3,4,3,1,1,2,2,1,3,4,2,3,3,1,4,1,1,1,2
271,4,1,5,4,2,3,4,2,2,1,3,3,2,3,1,1,3,1,2,1,2
728,2,4,2,10,4,1,5,3,2,1,2,4,2,3,1,1,3,1,1,1,1
422,2,1,5,1,1,1,4,1,3,1,2,1,2,3,2,2,2,2,1,1,2
290,4,1,3,10,1,1,3,1,4,1,1,1,2,3,2,1,3,1,2,2,2
140,3,1,3,1,1,4,2,1,4,1,1,1,2,3,2,1,1,1,1,2,2
260,1,1,3,4,2,1,3,1,3,1,1,1,2,3,2,1,3,1,1,1,2
162,4,2,3,6,1,3,4,3,3,1,2,2,2,3,2,2,3,1,2,1,2
231,4,1,3,1,3,3,5,1,3,1,3,4,2,3,3,1,2,1,1,1,2
895,4,4,4,2,4,5,4,2,3,1,1,3,2,2,2,1,4,2,2,1,2
942,4,3,3,4,1,5,4,3,3,1,1,3,2,2,2,1,3,1,2,1,2
957,2,1,5,5,1,1,5,1,3,1,3,1,2,3,2,3,2,1,1,1,2
928,4,4,3,5,2,5,5,3,3,1,3,3,2,3,2,1,3,1,2,1,2
136,4,4,4,2,4,4,3,1,3,1,1,3,2,3,2,2,3,1,1,1,2
654,4,3,5,2,3,1,4,3,3,1,2,3,2,3,2,2,3,1,2,1,2
493,2,1,3,5,1,5,5,3,3,1,3,2,2,3,2,1,3,1,1,1,2
800,4,3,5,8,2,1,5,3,3,1,3,4,2,3,3,2,3,2,1,1,2
683,4,3,5,5,4,1,2,2,4,1,2,4,2,3,3,3,3,1,2,1,2
746,1,2,3,1,3,1,1,1,2,1,3,3,1,3,1,1,3,1,1,1,2
791,4,3,3,2,4,5,5,2,3,1,3,3,2,3,2,1,4,2,2,1,2
366,4,2,5,2,3,1,4,2,3,1,1,3,2,3,2,2,3,1,1,1,2
887,2,4,3,10,4,1,3,1,3,1,1,3,1,3,2,1,3,1,2,1,1
823,1,1,5,1,1,1,5,3,3,1,3,1,2,3,2,2,2,1,1,1,2
516,1,1,5,1,1,1,2,1,3,1,3,1,2,3,2,1,2,2,1,2,2
842,4,2,3,7,2,1,2,3,2,1,3,1,1,3,2,1,3,1,1,1,1
281,4,1,3,4,2,1,3,3,3,1,1,1,2,3,2,1,3,1,1,1,2
591,2,3,4,1,2,5,3,3,2,1,3,3,2,3,1,2,3,1,2,1,2
236,2,1,3,1,4,5,1,1,3,1,1,2,1,3,2,1,1,1,2,1,1
15,1,3,3,5,1,2,3,3,2,1,1,3,2,3,2,1,2,1,1,1,1
924,1,3,2,4,4,1,2,1,1,1,1,2,2,1,2,1,3,1,2,1,1
660,3,1,3,5,1,1,3,2,4,1,3,1,1,3,1,1,3,1,1,1,2
890,1,4,5,10,3,1,5,3,3,1,3,3,2,2,2,4,4,2,2,1,2
822,1,4,3,4,3,1,5,1,3,1,1,2,2,1,2,1,3,2,1,1,1
444,2,4,5,4,4,1,3,1,2,1,2,3,2,3,2,1,4,1,2,1,1
931,2,1,3,5,2,1,2,3,2,1,1,3,1,3,2,1,3,1,2,1,1
790,2,3,3,10,1,1,5,1,2,1,3,2,2,3,2,1,3,2,1,1,1
541,4,3,4,1,2,1,5,3,3,1,3,4,2,3,3,2,3,1,2,1,2
112,2,2,3,1,4,1,4,2,3,1,2,1,2,3,1,1,2,1,1,1,2
840,1,4,3,4,4,1,4,3,3,1,1,2,2,3,2,1,3,1,1,1,1
921,4,4,4,5,4,3,4,3,3,1,1,3,2,3,2,1,4,1,2,1,2
743,1,3,2,4,3,3,3,3,3,1,3,1,1,2,2,1,3,1,2,1,2
517,4,4,5,4,4,1,2,1,2,1,3,2,1,3,1,2,3,1,2,1,1
605,1,3,2,4,3,3,3,3,3,1,3,1,1,2,2,1,3,1,2,1,2
387,2,2,5,4,4,1,1,3,3,1,3,2,2,2,2,2,4,1,2,1,2
779,2,2,3,7,3,1,1,1,2,1,3,3,2,3,2,1,3,1,2,1,2
707,2,1,1,4,3,1,2,3,2,1,2,2,1,3,1,2,3,1,1,1,1
607,2,4,3,5,3,2,3,3,2,2,3,4,2,3,3,1,3,1,1,1,1
240,1,3,3,1,1,5,5,3,2,1,1,3,2,1,2,1,3,1,1,1,1
494,1,1,5,1,2,1,3,2,3,1,1,1,2,3,1,2,2,2,1,2,2
523,4,3,3,2,3,2,4,2,2,1,3,3,1,3,2,1,3,1,1,1,2
115,4,4,5,5,3,5,5,3,3,1,1,1,2,3,2,1,3,1,2,1,2
759,1,1,5,1,1,1,5,3,3,1,2,2,2,3,2,2,3,1,1,1,1
154,2,3,4,10,4,2,4,3,3,1,3,3,2,3,1,1,4,1,2,1,2
307,1,1,3,5,1,2,2,3,4,1,2,4,2,3,2,1,2,1,2,1,1
449,2,2,4,7,2,4,3,2,4,1,2,2,2,2,2,2,3,1,1,1,1
572,4,3,3,2,4,5,1,1,2,1,3,2,2,3,1,1,4,1,2,1,2
851,4,3,5,2,4,5,4,2,3,1,3,2,2,3,2,2,3,1,2,1,2
682,4,2,4,5,2,1,3,3,4,1,2,1,2,1,2,2,3,1,1,1,2
241,4,1,3,5,2,1,4,2,3,1,1,2,2,3,2,1,3,2,1,1,2
393,1,1,5,5,2,1,4,1,2,1,3,3,2,3,2,1,3,1,1,1,2
379,4,1,5,1,1,2,3,3,2,1,3,3,2,3,2,2,2,1,1,1,2
335,1,1,5,4,3,1,3,1,1,1,3,1,2,3,1,1,4,1,2,1,1
999,2,4,5,2,4,2,1,2,3,1,3,3,2,3,2,1,3,1,1,1,2
741,2,1,2,5,1,1,3,3,3,1,3,1,1,2,2,1,2,1,1,1,2
882,2,4,5,1,2,5,5,3,3,1,3,1,2,3,2,2,3,1,1,1,2
339,2,1,3,4,2,1,3,3,1,1,1,3,2,3,2,1,2,1,1,1,2
966,2,4,5,5,3,3,3,3,3,1,1,2,1,3,2,2,2,1,1,1,1
354,4,1,3,8,1,3,5,3,3,1,3,4,2,3,3,1,3,1,2,1,2
581,2,1,5,1,3,1,2,1,3,1,2,1,2,1,2,2,2,2,1,1,2
342,2,2,3,5,3,3,2,1,4,1,2,1,1,3,1,1,3,1,1,1,2
275,4,1,3,5,3,1,3,1,3,1,1,1,2,3,2,1,3,2,1,1,2
577,4,3,5,8,2,5,3,2,2,1,1,3,2,3,2,2,3,1,2,1,2
471,1,1,3,8,1,1,2,3,2,1,3,2,1,3,2,1,3,1,1,1,1
961,2,3,4,1,3,1,3,1,1,1,3,2,2,3,2,2,3,1,1,1,2
7,2,4,3,2,4,1,3,1,3,1,1,3,2,3,1,1,4,1,2,1,2
905,1,1,3,5,1,1,3,1,3,1,1,1,1,3,1,1,4,2,2,1,2
939,4,3,5,2,4,5,3,1,3,1,3,2,2,3,2,2,4,2,2,1,2
230,3,4,3,5,4,1,3,3,3,1,1,3,2,3,2,1,3,1,1,1,1
636,4,3,3,5,2,3,4,3,2,1,1,3,2,3,2,1,3,1,1,1,2
337,1,2,3,6,1,5,3,3,2,1,1,3,1,3,1,1,3,1,1,1,1
285,1,4,3,1,4,1,2,1,2,1,1,1,2,3,2,1,2,1,2,1,2
380,1,3,3,4,2,5,4,3,3,1,3,3,2,3,2,1,3,1,2,1,2
530,2,4,3,8,2,1,4,2,3,1,1,3,2,3,2,2,3,2,1,1,2
983,1,4,3,2,4,1,3,1,3,1,1,2,2,3,2,1,3,2,1,1,1
940,4,1,3,1,3,5,2,1,3,1,2,2,2,3,2,1,4,2,2,1,2
825,1,3,5,1,2,1,5,3,4,1,2,3,2,3,2,2,3,1,2,1,2
426,4,4,5,5,3,1,5,3,3,1,1,3,2,3,2,2,3,1,1,1,2
532,4,1,4,2,2,1,3,3,4,1,3,1,2,3,1,1,3,1,1,1,2
991,4,2,2,5,2,2,5,3,3,1,3,3,2,1,2,1,2,2,1,1,2
481,2,3,3,1,1,1,2,3,3,1,1,2,2,3,2,1,3,1,1,1,2
27,3,1,2,5,1,4,3,2,2,1,2,1,2,3,1,2,3,1,1,1,2
767,4,1,3,2,3,5,2,1,2,1,3,1,2,3,1,1,3,1,1,1,2
958,1,4,3,1,4,1,3,2,3,1,1,3,2,3,2,1,2,1,1,1,1
96,4,1,5,8,2,5,4,3,2,1,1,3,2,3,2,1,3,1,1,1,2
5,4,4,3,8,4,5,3,1,3,1,3,4,2,3,3,1,2,2,2,1,2
270,4,2,3,1,3,5,4,3,3,1,2,2,2,3,2,1,3,1,1,2,2
908,4,2,4,2,3,1,2,1,2,1,1,2,2,3,2,2,2,1,1,1,2
300,4,1,3,1,1,1,1,1,2,1,3,1,2,3,2,1,1,1,2,1,2
365,4,1,3,10,2,1,4,1,3,1,3,3,2,3,2,1,3,1,2,1,2
199,2,2,4,4,4,1,5,3,1,1,2,4,2,3,2,1,4,1,2,1,1
91,1,1,5,2,2,1,5,3,3,1,2,1,2,3,2,1,3,1,1,1,2
834,3,2,3,5,3,1,2,1,2,1,2,1,1,3,2,1,2,1,1,1,1
177,1,1,5,5,1,3,5,3,3,1,3,3,2,3,2,2,3,1,1,1,2
808,2,4,2,2,4,1,1,1,3,1,1,4,2,1,3,1,4,1,2,1,2
972,1,3,2,1,1,1,1,1,2,2,3,4,2,3,1,2,1,1,1,1,1
284,2,3,5,1,3,2,2,3,1,1,1,3,2,3,2,1,3,1,2,1,2
739,2,4,1,10,4,2,3,3,2,1,3,3,2,3,1,2,2,1,1,1,1
962,4,2,3,1,3,5,3,2,3,1,1,4,2,3,2,1,3,1,1,1,2
601,2,1,3,4,1,1,3,3,2,1,1,2,2,3,2,1,3,1,1,1,1
297,4,1,3,1,1,5,5,3,3,2,1,2,2,3,2,1,2,1,1,2,2
293,3,4,5,2,4,1,5,3,3,1,3,4,2,3,3,1,3,1,1,1,2
911,2,3,5,4,4,1,2,1,2,1,3,3,1,1,2,1,2,1,1,1,1
84,1,1,3,5,2,1,5,2,3,1,3,1,2,3,2,1,2,1,1,1,2
37,3,2,3,5,2,1,3,3,3,2,1,1,2,2,2,1,3,1,1,1,1
6,4,3,3,4,3,3,5,2,3,1,3,2,2,3,2,1,3,1,1,1,2
388,2,2,5,10,3,3,3,1,3,1,3,3,2,1,2,1,3,1,1,1,2
257,1,1,2,5,2,1,3,3,1,1,1,4,2,3,3,1,3,1,1,1,1
708,2,1,3,5,1,1,5,3,2,1,3,1,1,3,2,1,3,1,1,1,2
901,4,3,5,1,3,5,2,1,1,1,3,1,2,3,2,2,3,1,2,1,2
869,1,1,3,4,1,1,5,3,2,1,3,2,1,3,1,1,3,1,1,1,2
698,4,2,5,5,2,1,3,3,3,1,1,3,1,3,2,2,3,1,1,1,2
400,4,2,3,5,2,1,2,2,4,1,3,1,2,3,2,1,3,1,2,1,2
505,4,1,3,1,1,5,3,3,3,3,3,2,2,3,2,1,2,1,1,1,1
441,1,1,3,4,2,1,3,1,2,2,2,2,2,3,2,1,3,1,1,1,2
724,4,4,3,1,3,1,3,2,2,1,2,1,1,3,1,1,3,1,1,1,1
938,2,4,3,8,4,1,3,3,3,1,3,4,2,3,3,1,3,1,1,1,1
47,1,1,3,2,1,3,1,1,2,1,1,2,1,3,1,1,1,1,2,1,2
120,1,3,3,5,2,1,3,2,2,1,1,1,1,3,2,2,3,1,2,1,1
319,1,2,4,4,3,1,5,1,2,1,3,2,2,3,2,2,2,1,1,1,2
1,2,4,3,5,4,1,3,1,2,1,1,1,1,3,2,1,3,1,1,1,1
90,4,1,5,5,1,1,5,3,3,1,3,1,2,3,2,1,3,1,1,1,2
807,4,1,5,5,1,5,5,3,3,1,3,1,2,3,2,4,3,1,1,1,2
62,2,4,1,10,2,1,5,3,3,1,3,4,2,3,3,1,4,1,2,1,1
50,2,3,4,4,3,5,2,3,3,1,1,2,2,1,2,1,2,1,1,1,2
453,4,3,3,2,3,1,5,3,3,1,3,3,2,3,2,1,4,1,2,1,2
187,2,2,5,1,1,1,1,1,3,1,2,3,2,3,3,3,1,1,2,1,2
844,4,2,3,4,3,1,5,3,3,1,3,2,2,1,2,3,3,2,2,1,2
557,4,3,1,1,4,5,3,1,2,1,3,2,2,1,2,2,3,1,2,1,1
878,1,1,3,1,2,1,2,2,3,1,1,4,2,3,3,1,4,1,2,1,1
690,1,2,5,4,1,1,3,1,1,1,2,2,1,3,2,2,3,1,1,1,2
491,2,4,1,10,4,1,5,1,2,1,3,4,2,3,3,2,4,1,2,1,1
513,2,1,4,5,1,1,3,3,4,2,3,1,1,3,1,2,3,1,1,1,2
569,1,4,3,5,4,1,3,2,2,1,1,3,2,3,2,1,3,1,2,1,1
472,1,1,3,1,1,1,3,3,3,1,2,3,2,3,2,1,2,1,1,1,1
251,3,1,3,4,2,1,3,1,2,1,1,3,2,3,2,1,2,1,1,1,2
92,4,1,5,5,1,5,5,3,2,1,2,2,2,1,2,1,2,2,1,1,1
555,2,1,3,5,1,1,2,1,3,1,1,3,1,2,2,1,3,1,1,1,1
568,2,4,3,5,4,5,4,3,3,1,1,3,2,3,2,2,3,2,2,1,2
355,2,3,3,1,1,1,2,3,3,1,1,1,1,2,2,1,2,1,1,1,1
820,4,1,3,1,1,1,3,2,4,1,1,1,2,3,2,2,3,1,2,1,2
535,3,3,5,8,2,1,2,1,1,1,1,3,2,3,1,1,3,1,1,1,1
338,1,3,3,4,4,1,3,3,3,1,3,2,2,3,2,1,3,1,1,1,2
868,4,4,3,10,4,5,5,2,3,1,1,2,2,3,2,2,3,1,1,1,2
