,chek_acc,month_duration,credit_history,purpose,Credit_amo,saving_amo,present_employmment,instalrate,p_status,guatan,present_resident,property,age,installment,Housing,existing_cards,job,no_people,telephn,foreign_worker,target
737,1,2,3,1,4,2,3,2,3,1,3,3,2,3,2,1,2,2,2,1,2
329,2,1,3,5,1,1,5,3,3,1,3,3,2,3,2,1,3,2,1,1,2
927,1,4,3,2,4,1,4,3,3,1,3,4,2,2,3,3,3,2,2,1,1
134,4,4,3,5,4,2,4,1,2,1,3,1,1,3,2,1,3,1,2,1,2
787,4,4,5,2,3,5,5,3,3,1,2,3,2,3,2,2,3,2,2,1,2
764,4,3,5,1,3,2,4,3,4,1,2,2,2,3,2,2,3,1,2,1,2
784,2,3,3,2,4,5,1,1,1,1,3,1,2,3,2,1,4,1,2,1,2
57,4,4,5,5,4,1,3,1,2,1,1,3,2,2,2,2,3,1,1,1,2
825,1,3,5,1,2,1,5,3,4,1,2,3,2,3,2,2,3,1,2,1,2
928,4,4,3,5,2,5,5,3,3,1,3,3,2,3,2,1,3,1,2,1,2
859,4,1,3,1,3,2,3,1,3,3,1,1,2,3,1,1,3,2,1,2,2
786,4,3,3,5,3,3,5,2,3,1,3,3,2,3,2,1,3,1,1,1,2
291,2,4,3,2,4,1,2,1,4,1,3,3,2,3,1,1,4,1,2,1,1
46,4,4,3,5,2,3,5,3,3,1,3,3,2,3,2,1,3,1,1,1,2
277,1,1,3,4,1,5,5,1,1,1,3,2,2,3,2,1,2,1,2,1,2
841,4,3,4,2,3,1,3,2,3,1,1,1,2,2,2,2,2,1,1,1,2
926,1,2,5,4,1,1,2,3,2,1,3,2,1,3,1,1,3,1,1,1,2
224,4,2,3,2,4,1,3,2,3,1,1,3,2,3,2,1,3,1,2,1,2
530,2,4,3,8,2,1,4,2,3,1,1,3,2,3,2,2,3,2,1,1,2
280,4,2,5,2,3,4,5,2,3,1,3,4,1,3,1,2,3,1,2,1,2
0,1,1,5,5,1,5,5,3,3,1,3,1,2,3,2,2,3,1,2,1,2
817,4,1,5,5,2,1,4,1,2,1,1,3,1,3,1,2,3,1,2,1,2
495,1,3,3,4,3,5,3,1,4,1,3,3,1,3,2,1,3,1,1,1,1
66,4,1,3,5,2,1,2,1,2,1,1,3,2,1,2,1,3,1,1,1,2
403,4,2,4,1,1,1,3,3,3,1,1,3,2,3,2,2,2,1,1,1,2
563,2,4,3,1,4,5,3,1,3,1,3,4,2,3,3,1,3,1,2,1,1
481,2,3,3,1,1,1,2,3,3,1,1,2,2,3,2,1,3,1,1,1,2
571,4,4,5,5,4,1,4,2,3,2,1,3,2,3,2,1,3,1,1,1,2
882,2,4,5,1,2,5,5,3,3,1,3,1,2,3,2,2,3,1,1,1,2
294,4,4,5,10,4,5,5,3,1,1,1,3,2,1,2,2,4,2,1,1,2
619,4,1,3,1,1,1,3,3,1,1,1,1,2,3,2,1,2,1,1,1,2
743,1,3,2,4,3,3,3,3,3,1,3,1,1,2,2,1,3,1,2,1,2
245,4,3,3,10,1,1,4,3,3,1,1,1,1,3,2,1,3,1,2,1,2
257,1,1,2,5,2,1,3,3,1,1,1,4,2,3,3,1,3,1,1,1,1
161,4,2,5,1,1,1,2,3,2,1,1,2,2,3,2,2,3,1,1,1,2
726,4,2,5,5,1,3,3,1,4,1,1,2,2,3,2,2,2,1,1,1,2
605,1,3,2,4,3,3,3,3,3,1,3,1,1,2,2,1,3,1,2,1,2
953,4,4,3,4,4,1,1,3,2,1,1,3,2,3,2,2,4,1,2,1,1
436,4,1,3,7,1,3,4,1,4,1,3,1,1,3,1,1,2,1,1,1,2
855,4,3,3,1,2,2,2,3,4,1,2,1,2,3,2,1,3,1,2,1,2
768,2,1,5,4,3,1,5,1,3,1,3,3,2,3,1,3,3,1,2,1,2
247,4,1,1,1,1,2,3,3,3,1,1,4,2,1,1,1,3,1,1,2,2
541,4,3,4,1,2,1,5,3,3,1,3,4,2,3,3,2,3,1,2,1,2
239,1,4,3,5,3,1,5,1,3,3,2,2,2,3,2,1,3,2,1,1,2
220,2,1,3,5,1,1,2,3,4,3,1,1,2,1,2,1,2,1,1,1,2
957,2,1,5,5,1,1,5,1,3,1,3,1,2,3,2,3,2,1,1,1,2
92,4,1,5,5,1,5,5,3,2,1,2,2,2,1,2,1,2,2,1,1,1
114,1,1,3,5,2,3,5,2,4,1,1,1,2,3,2,1,3,1,1,1,2
798,4,3,4,1,1,5,5,3,4,1,3,3,2,3,2,2,3,1,2,1,2
979,2,2,2,1,1,2,3,1,4,1,1,2,1,3,1,1,3,1,1,1,1
76,1,4,3,5,3,1,2,3,3,1,2,3,2,3,2,1,3,1,1,1,1
981,4,4,3,10,4,1,1,2,3,1,1,3,2,1,1,1,4,1,2,1,1
386,4,2,3,5,1,5,2,3,2,1,1,1,1,3,1,1,3,1,2,1,2
132,4,2,3,4,3,1,2,1,3,1,2,2,2,1,2,2,2,1,1,1,2
863,4,4,5,4,4,4,2,3,3,1,1,1,2,2,2,2,2,2,2,1,2
990,4,1,5,8,3,5,2,1,3,1,1,2,2,3,2,2,2,2,1,1,2
58,3,2,3,1,2,1,5,2,2,1,1,3,1,3,2,1,4,1,1,1,2
289,1,3,4,5,1,1,2,3,4,1,3,1,2,2,2,1,3,1,1,1,1
246,4,1,5,5,1,1,5,3,3,1,3,1,2,3,2,3,3,1,1,1,2
364,1,2,3,4,3,1,1,3,3,1,1,3,1,3,2,1,1,1,1,1,1
871,3,1,5,1,1,1,5,1,3,1,3,1,2,3,2,2,3,2,1,2,2
40,4,4,3,5,3,3,5,3,3,1,1,3,2,1,2,1,4,1,1,1,2
89,1,1,1,7,1,1,4,3,3,1,2,1,2,3,2,2,3,1,1,1,1
192,2,4,3,10,3,1,3,3,3,1,1,3,2,3,2,1,3,2,2,1,1
422,2,1,5,1,1,1,4,1,3,1,2,1,2,3,2,2,2,2,1,1,2
68,4,4,3,8,2,1,3,3,3,1,3,4,2,2,3,1,3,1,2,1,1
661,1,1,3,1,1,5,3,3,4,1,1,3,1,3,2,1,3,1,1,1,1
372,4,1,5,4,2,1,2,1,2,1,2,1,1,3,1,2,3,1,1,1,2
139,3,1,3,5,2,1,3,1,2,1,1,3,2,3,1,1,2,1,2,1,2
388,2,2,5,10,3,3,3,1,3,1,3,3,2,1,2,1,3,1,1,1,2
832,1,4,1,10,4,1,5,1,3,1,3,3,2,3,1,2,3,1,1,1,1
118,1,4,5,4,4,3,3,1,2,1,3,3,1,3,2,2,3,1,1,1,1
579,4,3,3,9,1,1,2,3,4,1,2,3,2,3,2,2,2,1,1,1,2
922,1,1,3,5,2,1,2,2,2,1,3,2,1,3,1,1,3,1,1,1,1
791,4,3,3,2,4,5,5,2,3,1,3,3,2,3,2,1,4,2,2,1,2
350,4,1,3,6,1,1,2,1,2,1,3,1,1,3,1,1,3,1,2,1,2
811,2,1,3,5,1,1,4,2,4,3,2,1,2,1,2,1,2,1,1,1,2
434,1,1,3,4,2,1,3,2,3,1,1,1,1,3,2,1,3,1,1,1,2
669,3,4,5,5,3,1,5,3,3,1,3,2,2,3,2,1,3,1,1,1,2
931,2,1,3,5,2,1,2,3,2,1,1,3,1,3,2,1,3,1,2,1,1
948,4,2,3,4,2,1,2,3,4,2,1,2,2,3,2,1,2,2,1,1,1
14,1,2,3,1,2,1,3,1,2,1,3,3,2,3,1,1,3,1,1,1,2
375,1,4,2,10,4,1,4,1,2,3,3,3,2,3,1,1,3,1,1,1,1
82,4,2,3,10,2,2,3,2,2,1,3,2,1,3,1,1,2,1,1,1,2
491,2,4,1,10,4,1,5,1,2,1,3,4,2,3,3,2,4,1,2,1,1
697,4,1,5,1,1,1,1,1,2,1,1,2,2,3,2,1,1,1,1,1,2
879,4,4,5,5,4,5,4,1,3,1,2,2,2,3,2,2,3,1,1,1,2
936,3,1,3,5,1,1,3,2,2,1,1,1,2,3,2,1,2,1,1,1,1
88,1,2,3,1,2,2,4,3,3,1,2,3,2,3,2,1,4,2,2,1,2
363,4,1,3,4,2,1,3,1,4,1,1,2,1,3,1,1,3,1,1,1,2
273,2,4,3,5,3,1,4,3,3,1,3,1,2,3,2,2,3,1,1,1,1
172,2,3,4,4,2,1,1,2,2,1,1,2,2,3,2,1,4,1,2,1,1
554,2,1,3,8,1,1,4,3,2,1,3,2,2,3,2,2,4,1,2,1,2
103,2,1,5,4,2,1,4,3,3,1,2,3,2,3,1,1,3,1,2,1,2
754,4,1,4,7,2,4,5,3,3,1,3,4,2,3,3,2,3,2,1,1,1
673,4,1,5,1,2,3,3,1,4,1,1,3,1,3,2,1,3,1,1,1,2
371,4,2,5,5,4,1,5,2,3,1,3,3,2,3,2,2,3,1,2,1,2
45,4,1,5,1,2,1,2,3,2,1,3,3,2,3,2,2,4,1,1,1,2
560,1,3,3,2,3,5,5,3,3,1,3,4,2,1,3,1,3,2,2,1,2
748,4,3,3,2,4,5,3,1,3,1,2,3,2,3,2,1,3,1,1,1,2
419,2,2,3,1,1,5,3,3,2,1,1,2,2,3,2,1,3,1,1,1,1
604,3,1,3,4,1,1,2,3,2,1,1,2,1,3,2,1,3,1,1,1,2
725,4,1,5,1,1,4,3,1,2,1,1,1,2,1,2,2,2,1,1,1,2
11,1,4,3,10,4,1,2,2,2,1,3,2,1,3,1,1,3,1,1,1,1
214,4,4,5,5,3,5,5,3,3,1,1,3,2,3,2,1,3,1,2,1,2
344,3,1,3,1,3,1,2,1,3,3,1,2,2,3,2,1,2,2,1,1,2
700,4,1,3,4,1,3,3,3,2,1,3,3,2,3,1,1,2,1,1,1,1
720,3,1,1,5,1,1,2,3,3,1,1,3,2,3,2,2,4,1,2,1,1
147,4,1,5,1,1,2,4,3,2,1,2,3,2,3,2,2,3,1,2,1,2
299,2,3,5,4,3,4,4,2,3,1,1,3,2,3,2,2,3,1,2,1,2
283,4,2,5,4,2,5,5,3,3,1,3,2,2,3,2,1,3,1,1,1,2
745,1,2,5,10,2,1,2,2,3,1,1,2,2,1,2,2,2,1,1,1,2
412,4,1,5,10,2,1,1,3,3,1,1,3,2,2,2,2,4,1,2,1,1
629,4,1,3,8,3,5,5,1,3,1,3,1,2,3,2,1,2,1,1,1,2
795,4,1,3,4,2,2,2,1,2,1,3,2,1,3,1,1,3,1,1,1,2
741,2,1,2,5,1,1,3,3,3,1,3,1,1,2,2,1,2,1,1,1,2
886,2,3,5,10,3,5,4,3,3,1,2,4,2,3,2,2,3,2,2,1,2
735,2,4,2,6,4,5,2,2,2,1,1,4,2,1,2,1,1,1,1,1,2
173,2,1,3,5,2,1,3,3,3,3,1,1,2,3,2,1,3,1,1,2,2
432,1,1,5,4,2,1,1,3,3,1,3,4,2,3,3,3,4,1,2,1,2
985,1,2,5,4,2,1,3,3,2,1,2,2,1,3,1,2,3,1,1,1,2
226,2,4,3,5,4,4,4,1,3,2,1,4,2,1,2,2,3,1,2,1,1
305,4,1,3,4,2,4,3,3,1,1,1,1,2,3,2,1,3,1,1,1,2
31,1,3,3,4,4,1,3,1,3,1,1,3,2,2,2,1,3,1,1,1,2
719,2,3,1,2,4,2,5,2,4,1,3,3,2,1,2,2,3,1,2,1,2
483,4,2,4,4,1,4,4,2,2,1,1,2,2,3,2,2,3,1,1,1,2
766,1,4,3,4,3,1,2,1,1,1,3,2,2,3,2,1,2,1,1,1,1
285,1,4,3,1,4,1,2,1,2,1,1,1,2,3,2,1,2,1,2,1,2
918,1,3,3,4,3,2,1,1,1,1,1,2,2,3,2,1,3,1,1,1,1
482,1,4,3,4,3,4,5,3,2,1,3,2,2,3,1,2,3,1,2,1,2
913,4,1,3,10,2,4,5,1,1,1,1,1,2,3,2,1,3,1,2,1,2
977,2,2,4,10,3,5,5,3,3,1,1,2,2,3,2,2,3,1,1,1,2
116,1,4,3,5,4,5,4,3,2,1,2,3,2,3,2,1,4,1,2,1,1
618,2,4,3,4,3,2,3,1,2,2,3,3,1,3,1,1,3,1,1,1,1
652,1,3,3,1,2,1,5,3,3,2,1,1,2,3,2,1,3,1,1,1,1
704,2,4,3,10,3,1,2,3,2,1,1,2,2,3,2,1,3,2,2,1,2
95,2,4,1,10,4,1,2,2,3,1,3,4,2,3,1,1,3,1,2,1,1
261,1,3,3,5,2,1,5,3,2,1,3,3,2,3,2,1,3,1,1,1,2
635,4,1,3,8,2,1,5,3,3,1,3,2,2,1,2,3,3,2,2,1,2
592,4,3,3,10,2,4,5,3,2,1,3,1,2,1,2,1,2,1,1,1,2
574,2,1,3,5,1,1,5,3,3,1,3,3,2,3,2,2,2,1,1,1,2
954,1,1,3,1,2,1,3,3,2,3,3,2,2,3,2,1,3,1,2,1,2
102,4,1,4,5,1,1,3,2,2,1,1,1,1,3,2,1,3,1,1,1,2
62,2,4,1,10,2,1,5,3,3,1,3,4,2,3,3,1,4,1,2,1,1
204,4,1,5,1,2,1,5,3,3,1,1,1,2,3,2,2,2,2,1,1,2
663,2,1,4,4,1,1,1,3,3,1,1,2,2,2,2,2,4,1,2,1,2
686,3,1,5,5,1,5,4,3,3,1,1,2,2,3,2,2,3,1,2,1,2
184,2,2,5,1,1,1,5,3,3,1,3,3,2,1,2,1,3,2,2,1,1
678,1,3,3,5,3,1,5,3,3,1,3,1,2,1,1,1,2,1,1,1,2
733,4,3,3,2,3,4,3,1,2,1,3,3,2,3,1,1,3,1,2,1,2
91,1,1,5,2,2,1,5,3,3,1,2,1,2,3,2,1,3,1,1,1,2
942,4,3,3,4,1,5,4,3,3,1,1,3,2,2,2,1,3,1,2,1,2
708,2,1,3,5,1,1,5,3,2,1,3,1,1,3,2,1,3,1,1,1,2
736,2,3,3,2,4,1,3,1,2,1,3,3,1,3,1,2,4,1,1,1,1
836,4,1,3,5,1,5,3,3,2,1,1,3,1,3,2,1,3,1,1,1,2
730,2,3,4,5,4,1,2,1,3,1,1,3,2,3,2,1,3,1,1,1,2
411,4,4,5,2,4,1,4,2,3,1,1,3,2,3,2,2,4,1,2,1,2
346,2,2,5,5,1,1,2,3,3,3,3,1,1,3,2,2,3,1,1,1,2
480,2,1,5,5,3,1,3,1,2,1,1,1,1,3,2,1,2,1,1,1,2
814,1,4,3,1,3,1,4,3,3,1,3,4,2,3,3,1,3,2,1,1,1
29,1,4,4,10,4,1,5,2,3,1,3,4,2,3,2,2,3,1,2,1,1
54,2,4,4,1,2,1,5,3,3,1,3,4,2,1,3,2,3,1,2,1,1
487,4,3,3,1,3,1,5,3,2,2,3,4,2,3,3,1,3,1,2,1,2
39,2,1,3,5,1,1,3,3,3,1,2,1,1,3,2,1,3,1,1,1,2
157,1,1,2,9,1,1,5,3,4,1,1,3,2,1,2,1,2,1,1,1,2
894,4,2,5,5,1,5,3,3,3,1,2,2,2,3,2,2,3,1,2,1,2
146,1,1,5,1,1,1,5,1,2,1,3,4,2,3,2,2,3,1,2,1,2
221,1,1,3,8,1,5,3,3,2,1,3,2,1,1,1,1,3,1,2,1,2
684,2,4,4,10,4,2,4,1,3,1,2,2,2,3,2,2,2,2,2,1,2
772,4,3,5,2,3,1,5,1,3,1,3,3,2,3,2,1,4,1,2,1,2
602,2,3,2,8,2,1,4,3,2,1,3,4,2,1,3,1,2,1,1,1,1
800,4,3,5,8,2,1,5,3,3,1,3,4,2,3,3,2,3,2,1,1,2
394,4,1,5,4,3,1,1,1,3,1,2,3,2,3,2,1,4,1,1,1,2
52,4,1,3,5,1,1,3,2,3,1,1,3,1,3,2,1,3,1,1,1,2
622,4,4,3,10,3,5,3,3,1,1,1,1,2,1,2,1,3,1,1,1,1
674,4,3,4,10,3,3,2,3,3,1,1,1,2,1,2,1,2,2,1,1,1
359,1,4,3,4,3,1,4,3,2,1,3,1,1,3,1,1,3,1,1,1,1
504,1,3,3,1,1,1,2,3,2,1,3,2,1,3,1,1,3,1,1,1,1
402,4,3,4,10,4,1,2,1,3,1,1,3,2,1,2,2,3,1,2,1,1
770,1,3,3,2,3,5,5,1,2,1,3,1,2,3,1,1,3,1,1,1,2
421,2,1,3,2,2,5,3,3,3,1,1,3,2,3,2,1,3,1,1,1,2
448,3,1,3,4,2,5,5,2,2,1,3,1,2,3,2,1,4,1,2,1,2
165,4,1,3,4,3,3,3,1,3,1,1,3,2,3,2,1,3,1,2,1,2
284,2,3,5,1,3,2,2,3,1,1,1,3,2,3,2,1,3,1,2,1,2
80,4,3,3,5,4,5,2,1,2,1,1,3,2,3,2,2,3,1,2,1,1
227,1,1,3,4,4,1,5,3,3,1,3,4,2,3,3,1,4,1,2,1,1
447,2,1,3,5,3,1,3,1,3,3,1,1,2,3,2,1,3,1,1,1,2
353,1,1,1,5,4,1,3,3,3,1,1,2,2,3,1,2,3,1,2,1,1
310,2,4,3,3,4,5,1,2,3,1,3,4,2,1,3,1,1,1,2,1,2
727,1,2,3,5,2,1,3,3,2,1,3,3,1,1,1,2,3,1,1,1,1
259,4,1,5,5,1,2,1,3,2,1,3,1,2,3,2,3,2,1,1,1,2
323,1,2,3,4,3,4,3,3,3,1,1,3,2,3,2,1,3,1,1,1,2
9,2,4,5,1,4,1,1,3,4,1,1,3,2,3,2,2,4,1,1,1,1
679,4,2,3,5,2,1,2,2,2,1,1,1,2,3,2,1,3,1,1,1,2
529,1,1,3,1,1,1,2,2,3,1,3,1,2,3,2,1,2,2,2,1,2
30,2,2,3,10,2,4,2,2,4,1,2,1,2,1,2,1,3,1,2,1,2
789,1,4,5,8,4,1,3,3,3,1,2,4,2,1,2,1,3,1,2,1,1
179,1,3,5,1,1,1,5,3,3,1,3,1,2,3,2,2,3,1,1,1,2
27,3,1,2,5,1,4,3,2,2,1,2,1,2,3,1,2,3,1,1,1,2
33,4,1,5,10,1,5,5,3,3,1,3,4,2,3,1,1,2,1,1,1,2
334,1,3,1,4,4,1,5,2,3,1,3,4,1,1,1,2,3,2,1,1,1
361,3,1,3,5,3,5,5,1,3,1,2,3,2,3,2,1,4,1,1,1,2
293,3,4,5,2,4,1,5,3,3,1,3,4,2,3,3,1,3,1,1,1,2
782,2,1,1,9,2,1,3,1,3,1,1,1,2,3,2,1,2,1,2,1,2
959,2,3,3,4,3,2,5,3,3,1,3,4,2,3,3,1,3,1,1,1,2
5,4,4,3,8,4,5,3,1,3,1,3,4,2,3,3,1,2,2,2,1,2
197,2,1,3,4,1,2,2,3,2,1,3,3,2,1,1,4,3,1,1,1,1
790,2,3,3,10,1,1,5,1,2,1,3,2,2,3,2,1,3,2,1,1,1
392,1,4,3,1,3,1,4,1,3,1,3,4,2,1,3,1,4,2,2,1,2
543,3,2,3,4,3,1,3,1,3,1,1,1,2,3,2,1,2,2,1,1,1
788,2,4,4,8,4,1,5,3,3,1,3,4,2,3,3,1,3,1,1,1,1
631,1,2,2,4,2,1,3,3,3,1,2,3,2,1,2,1,3,1,1,1,1
865,4,2,3,4,2,3,3,1,2,1,3,3,1,3,1,1,3,1,1,1,2
510,1,1,3,1,1,1,4,3,3,1,1,1,2,3,2,1,3,1,1,1,1
122,4,1,3,4,2,1,3,2,3,1,1,1,1,3,1,1,2,1,1,1,2
378,2,4,3,1,4,1,5,3,3,1,1,4,2,3,3,1,4,1,2,1,1
38,3,1,3,6,1,1,3,1,3,1,1,3,2,3,2,1,3,1,2,1,2
546,4,3,5,1,2,1,3,3,2,1,3,3,2,3,2,1,3,1,2,1,2
523,4,3,3,2,3,2,4,2,2,1,3,3,1,3,2,1,3,1,1,1,2
162,4,2,3,6,1,3,4,3,3,1,2,2,2,3,2,2,3,1,2,1,2
67,2,1,3,1,1,4,3,3,4,1,1,1,1,3,2,1,3,1,1,1,2
124,2,2,3,4,2,5,2,3,2,1,2,1,2,3,1,1,3,1,1,1,1
4,1,3,4,1,4,1,3,2,3,1,3,4,2,3,3,2,3,2,1,1,1
834,3,2,3,5,3,1,2,1,2,1,2,1,1,3,2,1,2,1,1,1,1
759,1,1,5,1,1,1,5,3,3,1,2,2,2,3,2,2,3,1,1,1,1
427,4,2,5,5,1,4,3,3,3,1,2,1,2,3,2,2,3,1,1,1,2
966,2,4,5,5,3,3,3,3,3,1,1,2,1,3,2,2,2,1,1,1,1
553,2,1,5,1,2,2,2,3,3,1,1,3,2,3,2,1,3,1,1,1,2
506,3,2,5,2,3,3,3,1,3,1,1,3,2,3,2,1,3,1,2,1,2
975,3,3,3,5,1,3,3,2,2,1,2,3,2,3,2,1,2,1,1,1,2
399,4,3,5,5,2,4,3,3,2,1,1,1,2,3,2,2,2,1,1,1,2
802,1,3,5,4,4,1,5,1,2,1,3,2,1,3,2,2,3,1,1,1,2
352,4,2,5,2,3,5,1,1,3,1,3,4,2,3,2,1,4,1,2,1,2
839,4,3,5,5,3,1,5,3,4,2,2,1,2,3,2,2,3,1,1,1,2
848,1,1,3,5,1,1,4,2,3,1,3,1,2,3,2,1,3,1,1,1,2
260,1,1,3,4,2,1,3,1,3,1,1,1,2,3,2,1,3,1,1,1,2
333,4,4,5,2,4,2,3,1,2,1,3,3,1,1,1,2,2,1,1,1,1
153,2,3,5,2,4,4,5,1,2,1,3,4,2,3,1,1,3,1,1,1,2
396,1,1,3,4,3,1,1,2,2,1,3,4,2,3,3,1,4,1,1,1,2
501,1,4,3,2,4,1,5,1,3,1,3,4,2,3,3,1,3,2,1,1,2
373,4,4,5,1,4,5,5,1,3,1,3,4,2,1,3,1,4,1,2,1,2
312,3,3,3,4,3,1,2,1,2,1,3,3,2,3,2,1,3,1,1,1,2
42,2,2,4,7,4,1,3,1,3,1,3,1,2,3,2,1,2,2,2,1,2
758,4,3,3,1,2,1,3,1,3,3,1,1,2,3,2,1,3,1,2,1,2
522,1,4,1,4,4,1,3,2,3,1,3,4,2,3,3,2,3,2,1,1,1
650,1,4,3,8,4,1,4,3,3,1,1,4,2,3,3,1,4,1,2,1,2
846,4,2,3,1,4,5,3,1,3,1,3,3,2,3,1,2,3,1,1,1,1
623,1,1,3,4,2,1,2,3,2,1,1,3,1,3,1,1,3,1,1,1,2
682,4,2,4,5,2,1,3,3,4,1,2,1,2,1,2,2,3,1,1,1,2
634,2,3,3,1,1,1,2,2,2,1,3,3,1,3,2,1,2,1,2,1,1
750,1,1,3,4,1,1,5,1,2,1,1,2,2,1,2,1,3,1,2,1,2
755,1,3,3,1,1,5,4,3,2,1,3,4,2,3,1,1,3,1,1,1,1
780,2,4,5,5,4,1,4,1,3,3,1,1,1,3,2,2,3,1,1,1,1
590,1,1,5,5,1,1,4,3,2,1,2,1,2,3,2,4,2,1,2,1,2
445,4,1,5,8,1,5,5,3,2,1,3,2,2,3,1,2,2,1,1,1,2
272,2,4,2,1,4,5,1,3,3,2,3,4,2,3,3,1,4,1,2,1,2
877,4,4,3,5,3,1,5,3,3,1,1,3,2,3,2,1,3,1,1,1,2
519,4,1,5,5,1,5,5,3,3,1,3,4,2,3,3,2,3,1,1,1,2
377,4,1,4,5,1,5,5,2,3,1,3,4,2,3,3,1,3,1,1,1,2
