,chek_acc,month_duration,credit_history,purpose,Credit_amo,saving_amo,present_employmment,instalrate,p_status,guatan,present_resident,property,age,installment,Housing,existing_cards,job,no_people,telephn,foreign_worker,target
996,1,4,3,2,3,1,3,3,1,1,3,2,2,3,2,1,4,1,2,1,2
329,2,1,3,5,1,1,5,3,3,1,3,3,2,3,2,1,3,2,1,1,2
782,2,1,1,9,2,1,3,1,3,1,1,1,2,3,2,1,2,1,2,1,2
462,2,1,3,4,3,1,2,2,2,1,1,1,2,3,1,1,4,1,1,1,2
134,4,4,3,5,4,2,4,1,2,1,3,1,1,3,2,1,3,1,2,1,2
52,4,1,3,5,1,1,3,2,3,1,1,3,1,3,2,1,3,1,1,1,2
259,4,1,5,5,1,2,1,3,2,1,3,1,2,3,2,3,2,1,1,1,2
344,3,1,3,1,3,1,2,1,3,3,1,2,2,3,2,1,2,2,1,1,2
991,4,2,2,5,2,2,5,3,3,1,3,3,2,1,2,1,2,2,1,1,2
747,1,1,3,1,1,1,2,2,2,1,1,1,2,3,2,1,2,1,1,1,1
463,2,1,3,9,1,5,5,3,3,1,3,2,2,3,2,2,3,1,1,1,2
129,1,1,5,1,3,1,3,2,2,2,1,1,2,3,2,2,3,1,1,1,1
419,2,2,3,1,1,5,3,3,2,1,1,2,2,3,2,1,3,1,1,1,1
213,3,4,4,10,2,1,5,3,3,1,3,1,2,3,2,1,4,1,2,1,1
486,4,1,3,5,3,1,3,1,3,1,3,3,2,3,2,1,3,1,2,1,2
596,1,3,3,1,2,1,4,3,2,1,3,3,1,3,1,2,3,1,1,1,1
857,4,2,5,4,3,1,3,3,3,1,1,4,2,3,3,1,3,1,2,1,2
384,4,4,4,10,4,2,3,1,3,1,1,2,2,3,2,2,2,1,1,1,2
477,3,3,3,5,4,1,4,3,3,1,1,3,1,1,2,1,3,1,1,1,2
562,3,1,4,5,1,1,2,1,2,1,1,2,2,1,2,1,3,1,1,1,2
636,4,3,3,5,2,3,4,3,2,1,1,3,2,3,2,1,3,1,1,1,2
510,1,1,3,1,1,1,4,3,3,1,1,1,2,3,2,1,3,1,1,1,1
904,4,3,3,5,1,1,5,3,3,1,1,1,2,3,2,1,4,1,2,1,2
132,4,2,3,4,3,1,2,1,3,1,2,2,2,1,2,2,2,1,1,1,2
942,4,3,3,4,1,5,4,3,3,1,1,3,2,2,2,1,3,1,2,1,2
784,2,3,3,2,4,5,1,1,1,1,3,1,2,3,2,1,4,1,2,1,2
681,4,1,3,5,2,5,3,3,3,1,3,4,2,3,3,1,3,1,2,1,2
66,4,1,3,5,2,1,2,1,2,1,1,3,2,1,2,1,3,1,1,1,2
149,4,2,5,5,2,4,5,3,3,1,3,3,2,3,2,2,3,1,1,1,2
368,1,4,3,4,3,1,5,3,3,1,1,3,2,3,2,1,3,2,1,1,1
865,4,2,3,4,2,3,3,1,2,1,3,3,1,3,1,1,3,1,1,1,2
521,1,2,3,5,3,1,3,1,2,1,1,1,1,3,2,1,3,1,1,1,1
143,1,2,3,4,3,1,3,1,3,1,1,3,1,3,2,1,3,1,1,1,1
703,2,4,4,10,3,2,5,3,3,1,1,2,2,2,2,2,3,1,1,1,2
261,1,3,3,5,2,1,5,3,2,1,3,3,2,3,2,1,3,1,1,1,2
630,1,3,3,5,3,1,3,1,2,1,3,3,2,3,2,1,3,1,1,1,2
184,2,2,5,1,1,1,5,3,3,1,3,3,2,1,2,1,3,2,2,1,1
327,4,3,3,1,2,4,4,3,2,1,2,3,2,3,2,1,3,2,2,1,2
935,2,4,4,5,2,2,2,3,3,1,2,4,2,2,2,2,4,1,1,1,1
163,2,1,3,1,4,1,1,1,3,1,3,4,2,1,3,1,4,1,2,1,2
985,1,2,5,4,2,1,3,3,2,1,2,2,1,3,1,2,3,1,1,1,2
45,4,1,5,1,2,1,2,3,2,1,3,3,2,3,2,2,4,1,1,1,2
525,2,4,3,2,4,1,2,1,3,1,2,3,2,3,2,2,3,1,1,1,2
479,1,2,5,4,2,1,5,3,3,1,3,3,2,3,2,2,3,2,2,1,2
120,1,3,3,5,2,1,3,2,2,1,1,1,1,3,2,2,3,1,2,1,1
696,2,1,3,5,1,1,4,3,3,3,2,1,2,3,2,2,3,1,1,2,2
89,1,1,1,7,1,1,4,3,3,1,2,1,2,3,2,2,3,1,1,1,1
533,4,3,3,5,1,2,4,3,4,1,2,2,2,3,2,1,3,1,2,1,2
765,2,1,3,5,1,1,5,2,4,3,2,1,2,1,2,2,2,1,1,1,2
107,2,1,3,1,4,1,4,1,3,1,1,3,2,3,2,1,3,1,1,1,2
156,1,1,5,7,1,2,5,2,3,3,3,1,2,3,2,2,3,2,1,2,2
707,2,1,1,4,3,1,2,3,2,1,2,2,1,3,1,2,3,1,1,1,1
492,4,1,5,5,1,2,3,1,2,1,1,2,2,3,2,2,3,1,1,1,2
266,4,4,5,10,4,5,5,3,3,1,3,1,2,3,2,2,3,1,1,1,2
726,4,2,5,5,1,3,3,1,4,1,1,2,2,3,2,2,2,1,1,1,2
667,4,4,2,10,3,1,3,1,2,1,1,1,2,2,2,1,3,1,1,1,2
988,1,3,3,2,4,1,1,3,3,1,1,4,2,3,3,1,4,1,2,1,2
249,4,2,3,5,1,1,1,2,2,2,3,1,1,3,1,1,3,1,1,1,1
646,1,4,1,4,4,1,3,1,1,3,1,1,2,3,2,2,3,1,1,1,2
724,4,4,3,1,3,1,3,2,2,1,2,1,1,3,1,1,3,1,1,1,1
592,4,3,3,10,2,4,5,3,2,1,3,1,2,1,2,1,2,1,1,1,2
296,4,1,3,2,4,5,2,1,2,1,3,3,1,3,1,1,3,1,1,1,2
140,3,1,3,1,1,4,2,1,4,1,1,1,2,3,2,1,1,1,1,2,2
390,4,2,3,1,2,1,3,1,4,1,1,2,2,3,2,1,4,1,2,1,2
626,3,1,3,4,2,1,3,1,3,1,1,1,2,3,2,1,3,1,2,1,2
394,4,1,5,4,3,1,1,1,3,1,2,3,2,3,2,1,4,1,1,1,2
425,2,2,3,2,3,1,3,1,4,1,2,3,1,3,1,1,3,1,2,1,2
981,4,4,3,10,4,1,1,2,3,1,1,3,2,1,1,1,4,1,2,1,1
150,4,1,3,5,1,2,5,1,3,1,3,4,2,1,3,1,3,2,2,1,2
514,4,3,3,1,2,5,2,3,3,1,1,2,2,3,2,1,3,1,1,1,2
99,2,3,4,2,4,5,4,2,3,1,3,2,2,1,1,2,4,2,2,1,2
302,3,3,5,1,1,5,4,3,3,1,1,1,2,1,2,2,2,2,1,1,1
806,2,1,3,5,1,1,2,2,4,1,2,1,2,3,2,1,2,1,1,2,2
709,2,1,3,5,2,1,3,1,3,1,1,1,2,3,2,1,2,2,1,1,2
124,2,2,3,4,2,5,2,3,2,1,2,1,2,3,1,1,3,1,1,1,1
604,3,1,3,4,1,1,2,3,2,1,1,2,1,3,2,1,3,1,1,1,2
348,4,1,4,10,2,2,3,1,3,1,1,1,2,3,2,2,2,1,1,1,2
141,2,4,3,5,4,1,2,3,2,1,1,4,2,3,2,1,4,1,2,1,2
844,4,2,3,4,3,1,5,3,3,1,3,2,2,1,2,3,3,2,2,1,2
21,1,1,3,5,3,3,3,1,3,1,2,1,2,3,1,1,3,2,1,1,2
478,2,1,3,10,1,2,4,2,3,1,3,1,2,3,2,1,2,1,1,1,2
427,4,2,5,5,1,4,3,3,3,1,2,1,2,3,2,2,3,1,1,1,2
974,4,4,5,5,3,1,3,3,2,1,1,3,2,3,2,1,3,1,2,1,2
49,4,1,3,5,2,2,3,3,2,2,1,1,2,3,2,1,3,1,1,1,2
546,4,3,5,1,2,1,3,3,2,1,3,3,2,3,2,1,3,1,2,1,2
812,1,4,5,2,4,1,4,3,3,1,3,3,1,3,2,2,3,1,2,1,1
388,2,2,5,10,3,3,3,1,3,1,3,3,2,1,2,1,3,1,1,1,2
608,4,2,3,5,2,1,2,3,3,1,1,1,2,3,2,1,3,1,1,1,2
50,2,3,4,4,3,5,2,3,3,1,1,2,2,1,2,1,2,1,1,1,2
323,1,2,3,4,3,4,3,3,3,1,1,3,2,3,2,1,3,1,1,1,2
517,4,4,5,4,4,1,2,1,2,1,3,2,1,3,1,2,3,1,2,1,1
326,4,1,5,4,4,5,5,1,3,1,3,2,2,3,1,1,3,1,2,1,2
797,4,1,5,4,1,1,2,1,2,1,3,2,1,3,1,2,2,1,1,1,2
913,4,1,3,10,2,4,5,1,1,1,1,1,2,3,2,1,3,1,2,1,2
574,2,1,3,5,1,1,5,3,3,1,3,3,2,3,2,2,2,1,1,1,2
746,1,2,3,1,3,1,1,1,2,1,3,3,1,3,1,1,3,1,1,1,2
433,4,3,5,7,2,1,3,3,1,1,1,1,2,3,2,2,3,1,2,1,2
755,1,3,3,1,1,5,4,3,2,1,3,4,2,3,1,1,3,1,1,1,1
26,4,1,1,5,1,1,5,3,4,1,3,3,2,3,2,1,2,1,1,1,2
728,2,4,2,10,4,1,5,3,2,1,2,4,2,3,1,1,3,1,1,1,1
253,4,3,4,4,4,2,3,1,3,1,2,2,2,3,2,2,3,1,1,1,2
997,4,1,3,5,1,1,5,3,3,1,3,3,2,3,2,1,3,1,1,1,2
802,1,3,5,4,4,1,5,1,2,1,3,2,1,3,2,2,3,1,1,1,2
554,2,1,3,8,1,1,4,3,2,1,3,2,2,3,2,2,4,1,2,1,2
590,1,1,5,5,1,1,4,3,2,1,2,1,2,3,2,4,2,1,2,1,2
983,1,4,3,2,4,1,3,1,3,1,1,2,2,3,2,1,3,2,1,1,1
272,2,4,2,1,4,5,1,3,3,2,3,4,2,3,3,1,4,1,2,1,2
464,4,2,3,10,2,1,4,3,3,1,1,3,2,2,2,2,3,1,2,1,2
240,1,3,3,1,1,5,5,3,2,1,1,3,2,1,2,1,3,1,1,1,1
310,2,4,3,3,4,5,1,2,3,1,3,4,2,1,3,1,1,1,2,1,2
53,4,2,3,2,3,5,3,1,3,1,1,2,2,3,2,1,3,1,2,1,2
346,2,2,5,5,1,1,2,3,3,3,3,1,1,3,2,2,3,1,1,1,2
823,1,1,5,1,1,1,5,3,3,1,3,1,2,3,2,2,2,1,1,1,2
443,4,1,3,8,1,1,5,3,3,1,3,3,2,1,2,1,2,2,1,1,1
887,2,4,3,10,4,1,3,1,3,1,1,3,1,3,2,1,3,1,2,1,1
386,4,2,3,5,1,5,2,3,2,1,1,1,1,3,1,1,3,1,2,1,2
946,1,3,2,4,3,3,2,3,3,1,3,4,2,3,3,1,3,2,2,1,1
285,1,4,3,1,4,1,2,1,2,1,1,1,2,3,2,1,2,1,2,1,2
338,1,3,3,4,4,1,3,3,3,1,3,2,2,3,2,1,3,1,1,1,2
855,4,3,3,1,2,2,2,3,4,1,2,1,2,3,2,1,3,1,2,1,2
232,4,1,3,5,2,2,4,2,3,1,1,4,2,3,2,1,3,1,1,1,2
155,1,1,3,4,1,1,3,1,2,1,3,3,1,3,1,1,3,1,1,1,1
278,4,1,3,4,4,1,2,1,2,1,3,2,2,3,2,1,3,1,1,1,1
561,1,3,2,5,2,1,4,3,3,3,3,3,1,1,1,1,2,1,1,1,1
994,4,1,3,1,3,5,5,3,3,1,2,3,2,3,2,1,3,1,2,1,2
697,4,1,5,1,1,1,1,1,2,1,1,2,2,3,2,1,1,1,1,1,2
908,4,2,4,2,3,1,2,1,2,1,1,2,2,3,2,2,2,1,1,1,2
882,2,4,5,1,2,5,5,3,3,1,3,1,2,3,2,2,3,1,1,1,2
798,4,3,4,1,1,5,5,3,4,1,3,3,2,3,2,2,3,1,2,1,2
306,4,4,3,2,4,5,4,1,2,1,3,2,1,2,1,1,2,1,1,1,2
273,2,4,3,5,3,1,4,3,3,1,3,1,2,3,2,2,3,1,1,1,1
454,1,3,3,1,4,1,4,1,3,2,2,2,2,3,2,1,3,1,2,1,1
62,2,4,1,10,2,1,5,3,3,1,3,4,2,3,3,1,4,1,2,1,1
854,4,4,4,1,4,1,5,1,3,1,1,3,2,3,2,2,3,2,2,1,2
639,1,4,4,5,4,1,4,2,3,1,1,2,2,1,2,2,3,2,2,1,1
502,3,1,3,5,1,2,5,1,1,1,3,1,2,3,2,1,3,1,1,1,2
452,4,1,1,4,3,1,5,1,3,1,3,2,2,3,2,2,3,1,1,1,2
634,2,3,3,1,1,1,2,2,2,1,3,3,1,3,2,1,2,1,2,1,1
579,4,3,3,9,1,1,2,3,4,1,2,3,2,3,2,2,2,1,1,1,2
828,1,4,3,2,4,5,5,2,3,1,3,4,2,3,3,1,3,1,1,1,1
111,3,2,3,8,1,1,2,3,2,1,3,2,1,3,1,1,3,1,2,1,2
872,1,3,5,10,2,2,4,3,3,1,1,1,2,3,2,2,3,1,2,1,2
876,1,2,2,5,2,1,2,2,3,2,3,4,2,1,3,1,4,1,2,1,2
888,4,4,5,1,4,1,5,3,3,1,3,3,2,3,2,2,4,1,2,1,2
787,4,4,5,2,3,5,5,3,3,1,2,3,2,3,2,2,3,2,2,1,2
976,2,1,3,5,1,1,3,1,2,3,2,1,2,3,2,1,3,1,1,1,2
733,4,3,3,2,3,4,3,1,2,1,3,3,2,3,1,1,3,1,2,1,2
834,3,2,3,5,3,1,2,1,2,1,2,1,1,3,2,1,2,1,1,1,1
610,1,1,3,6,1,2,1,3,2,1,2,2,1,3,2,1,3,1,1,1,1
933,4,1,5,5,1,3,5,3,3,1,3,2,2,3,2,2,3,2,2,1,2
432,1,1,5,4,2,1,1,3,3,1,3,4,2,3,3,3,4,1,2,1,2
840,1,4,3,4,4,1,4,3,3,1,1,2,2,3,2,1,3,1,1,1,1
940,4,1,3,1,3,5,2,1,3,1,2,2,2,3,2,1,4,2,2,1,2
197,2,1,3,4,1,2,2,3,2,1,3,3,2,1,1,4,3,1,1,1,1
687,2,4,4,1,3,2,5,3,3,1,2,4,2,3,3,1,3,1,1,1,2
68,4,4,3,8,2,1,3,3,3,1,3,4,2,2,3,1,3,1,2,1,1
545,1,3,4,1,1,1,1,3,3,1,1,1,2,3,3,2,3,2,1,1,1
495,1,3,3,4,3,5,3,1,4,1,3,3,1,3,2,1,3,1,1,1,1
652,1,3,3,1,2,1,5,3,3,2,1,1,2,3,2,1,3,1,1,1,1
536,1,1,3,1,2,5,1,3,2,1,2,2,2,3,2,1,4,1,2,1,2
417,1,2,4,8,4,5,3,1,2,1,1,3,1,3,1,2,3,1,2,1,2
796,1,2,3,2,4,5,5,1,3,1,3,2,2,3,3,1,3,2,2,1,1
409,3,1,5,1,1,3,4,3,4,1,1,1,2,3,2,3,3,1,2,1,1
187,2,2,5,1,1,1,1,1,3,1,2,3,2,3,3,3,1,1,2,1,2
396,1,1,3,4,3,1,1,2,2,1,3,4,2,3,3,1,4,1,1,1,2
488,4,1,3,1,2,2,3,2,3,1,1,1,2,3,1,1,2,1,1,2,2
892,1,1,5,1,2,1,3,3,3,1,3,2,2,1,2,2,2,1,1,2,2
421,2,1,3,2,2,5,3,3,3,1,1,3,2,3,2,1,3,1,1,1,2
330,1,3,5,2,4,1,1,1,3,1,3,4,2,3,3,2,4,1,2,1,2
342,2,2,3,5,3,3,2,1,4,1,2,1,1,3,1,1,3,1,1,1,2
115,4,4,5,5,3,5,5,3,3,1,1,1,2,3,2,1,3,1,2,1,2
556,2,2,1,1,2,2,2,2,2,1,2,3,2,3,2,2,3,1,1,1,1
363,4,1,3,4,2,1,3,1,4,1,1,2,1,3,1,1,3,1,1,1,2
313,2,1,3,1,1,1,4,1,4,1,2,3,1,1,2,1,2,1,1,1,1
480,2,1,5,5,3,1,3,1,2,1,1,1,1,3,2,1,2,1,1,1,2
481,2,3,3,1,1,1,2,3,3,1,1,2,2,3,2,1,3,1,1,1,2
440,4,1,3,1,2,1,5,3,3,1,3,3,2,3,2,1,4,1,2,1,2
194,2,4,3,5,3,2,3,3,3,3,3,2,1,3,1,1,3,1,1,1,1
901,4,3,5,1,3,5,2,1,1,1,3,1,2,3,2,2,3,1,2,1,2
895,4,4,4,2,4,5,4,2,3,1,1,3,2,2,2,1,4,2,2,1,2
683,4,3,5,5,4,1,2,2,4,1,2,4,2,3,3,3,3,1,2,1,2
224,4,2,3,2,4,1,3,2,3,1,1,3,2,3,2,1,3,1,2,1,2
742,4,3,3,5,3,5,5,3,3,1,2,2,2,3,2,1,3,1,2,1,2
51,2,4,4,2,4,1,5,1,3,1,1,3,2,3,2,2,4,1,2,1,2
936,3,1,3,5,1,1,3,2,2,1,1,1,2,3,2,1,2,1,1,1,1
242,1,4,1,2,4,1,5,2,3,1,3,4,1,3,3,2,3,2,1,1,1
75,1,1,5,2,2,1,5,3,3,1,3,4,2,3,3,2,4,1,1,1,2
219,4,1,3,1,1,1,3,1,2,1,3,3,2,3,2,1,3,1,2,1,2
222,4,1,3,5,1,1,3,3,3,1,1,1,2,1,2,2,3,1,1,1,2
317,2,3,3,4,4,5,3,1,2,1,3,2,2,3,2,1,2,1,2,1,2
568,2,4,3,5,4,5,4,3,3,1,1,3,2,3,2,2,3,2,2,1,2
816,4,1,3,6,1,3,3,1,1,1,3,1,2,3,2,1,3,1,1,1,2
359,1,4,3,4,3,1,4,3,2,1,3,1,1,3,1,1,3,1,1,1,1
319,1,2,4,4,3,1,5,1,2,1,3,2,2,3,2,2,2,1,1,1,2
776,4,4,5,1,3,1,4,3,3,1,3,3,2,3,2,2,3,1,2,1,2
369,2,2,3,4,3,1,4,1,2,1,3,1,2,3,1,1,3,1,1,1,2
650,1,4,3,8,4,1,4,3,3,1,1,4,2,3,3,1,4,1,2,1,2
858,1,2,3,1,3,1,3,2,2,1,1,2,2,3,2,1,3,1,2,1,1
4,1,3,4,1,4,1,3,2,3,1,3,4,2,3,3,2,3,2,1,1,1
282,3,2,2,5,2,5,4,3,3,1,3,3,2,1,2,1,2,1,1,1,2
6,4,3,3,4,3,3,5,2,3,1,3,2,2,3,2,1,3,1,1,1,2
738,4,1,5,1,4,1,4,1,3,1,2,4,2,3,2,2,4,2,2,1,2
128,2,1,5,2,2,1,1,3,3,1,1,3,2,3,2,2,4,1,2,1,2
248,3,3,3,4,2,1,3,1,3,1,1,1,2,3,2,1,3,1,1,1,2
305,4,1,3,4,2,4,3,3,1,1,1,1,2,3,2,1,3,1,1,1,2
448,3,1,3,4,2,5,5,2,2,1,3,1,2,3,2,1,4,1,2,1,2
15,1,3,3,5,1,2,3,3,2,1,1,3,2,3,2,1,2,1,1,1,1
504,1,3,3,1,1,1,2,3,2,1,3,2,1,3,1,1,3,1,1,1,1
292,1,3,5,2,4,1,5,1,2,1,3,4,2,3,3,2,4,2,2,1,2
662,4,3,3,4,2,1,5,3,3,1,1,1,2,3,2,2,3,1,1,1,2
679,4,2,3,5,2,1,2,2,2,1,1,1,2,3,2,1,3,1,1,1,2
93,3,3,5,4,3,5,5,3,3,2,3,4,1,3,1,2,3,1,1,1,2
318,4,1,5,8,1,1,3,3,3,1,1,3,2,3,2,2,3,1,1,1,2
303,1,1,5,1,1,1,4,3,3,2,2,2,2,3,2,2,3,1,2,1,2
921,4,4,4,5,4,3,4,3,3,1,1,3,2,3,2,1,4,1,2,1,2
613,1,3,2,2,3,1,3,1,2,3,3,3,1,1,1,1,3,1,1,2,2
56,2,1,3,5,4,5,1,1,3,1,1,4,2,3,2,1,4,1,2,1,1
383,3,1,3,1,1,1,2,3,3,1,1,1,2,3,2,1,3,1,1,1,2
915,2,4,1,3,4,1,3,1,2,1,1,2,2,1,2,1,4,1,2,2,1
357,4,4,4,5,4,1,3,3,3,1,1,3,2,3,2,2,4,1,2,1,1
615,2,4,1,10,4,5,3,1,3,1,1,3,2,1,2,1,4,1,2,1,2
966,2,4,5,5,3,3,3,3,3,1,1,2,1,3,2,2,2,1,1,1,1
34,3,1,3,4,2,1,2,3,2,1,1,2,2,1,2,1,4,1,2,1,2
552,1,4,3,5,4,1,4,1,4,3,1,1,2,3,2,2,3,1,2,1,1
170,1,2,1,1,1,1,5,3,3,1,2,3,2,3,1,2,3,2,1,1,1
466,1,3,4,5,2,1,2,3,2,1,1,3,2,3,1,1,2,1,2,1,1
713,1,1,5,5,1,1,3,3,3,1,3,1,1,3,2,2,2,1,1,1,2
875,2,1,5,1,1,4,3,3,2,1,3,3,2,3,2,2,3,1,1,1,2
186,2,1,2,2,4,1,5,1,2,1,3,4,2,1,3,1,4,2,2,1,1
10,2,1,3,1,1,1,2,2,2,1,1,3,1,3,1,1,3,1,1,1,1
85,4,1,5,10,2,1,3,3,2,3,1,1,2,3,2,2,4,1,2,1,2
658,2,4,1,10,4,1,3,1,2,1,1,3,2,3,2,2,3,1,1,1,2
628,4,4,5,4,4,3,3,3,3,1,3,1,2,3,2,2,3,1,2,1,2
325,1,1,5,1,3,1,4,1,3,1,3,1,2,3,2,2,2,1,1,2,2
785,2,2,3,10,2,4,3,3,3,1,1,2,2,3,2,1,2,1,2,1,2
975,3,3,3,5,1,3,3,2,2,1,2,3,2,3,2,1,2,1,1,1,2
189,2,2,1,4,3,1,3,1,2,1,3,3,2,1,2,2,3,1,2,1,2
116,1,4,3,5,4,5,4,3,2,1,2,3,2,3,2,1,4,1,2,1,1
880,4,3,3,2,4,1,4,2,3,1,2,3,2,3,2,1,4,1,2,1,2
807,4,1,5,5,1,5,5,3,3,1,3,1,2,3,2,4,3,1,1,1,2
692,2,3,3,5,3,2,2,1,3,1,1,3,2,3,2,1,3,1,1,1,2
48,4,1,5,1,4,1,3,1,3,1,3,2,2,3,2,2,2,1,1,1,2
894,4,2,5,5,1,5,3,3,3,1,2,2,2,3,2,2,3,1,2,1,2
125,1,1,5,1,2,1,3,3,3,1,1,2,2,3,2,2,3,1,1,1,2
46,4,4,3,5,2,3,5,3,3,1,3,3,2,3,2,1,3,1,1,1,2
256,4,3,5,5,3,1,3,3,3,1,1,1,2,3,2,2,2,1,1,1,2
587,1,1,3,4,1,1,3,3,3,3,1,2,1,3,2,1,2,1,1,1,2
731,1,3,3,5,2,1,3,1,3,1,3,1,1,3,1,1,2,2,1,1,1
680,4,1,3,8,2,1,2,1,2,1,1,4,2,3,2,1,3,1,1,1,2
16,4,3,5,5,3,5,5,3,3,1,3,2,2,3,2,2,3,1,1,1,2
642,4,2,3,8,4,2,3,2,3,1,1,2,2,3,2,1,4,1,2,1,1
405,2,3,3,5,2,1,2,1,4,1,1,2,1,3,2,1,3,1,2,1,1
689,1,1,3,1,3,4,3,1,3,1,2,2,2,3,2,1,3,2,1,1,2
47,1,1,3,2,1,3,1,1,2,1,1,2,1,3,1,1,1,1,2,1,2
157,1,1,2,9,1,1,5,3,4,1,1,3,2,1,2,1,2,1,1,1,2
674,4,3,4,10,3,3,2,3,3,1,1,1,2,1,2,1,2,2,1,1,1
999,2,4,5,2,4,2,1,2,3,1,3,3,2,3,2,1,3,1,1,1,2
563,2,4,3,1,4,5,3,1,3,1,3,4,2,3,3,1,3,1,2,1,1
382,4,3,3,1,1,5,4,3,2,1,3,2,1,3,1,1,3,1,1,1,2
218,1,3,3,4,3,1,3,1,1,1,1,1,1,3,1,1,2,1,1,1,2
843,4,3,2,10,2,1,4,3,3,1,3,3,2,1,2,1,3,1,2,1,2
788,2,4,4,8,4,1,5,3,3,1,3,4,2,3,3,1,3,1,1,1,1
90,4,1,5,5,1,1,5,3,3,1,3,1,2,3,2,1,3,1,1,1,2
583,2,4,3,7,3,1,2,3,3,1,1,4,2,3,1,1,2,1,1,1,1
953,4,4,3,4,4,1,1,3,2,1,1,3,2,3,2,2,4,1,2,1,1
54,2,4,4,1,2,1,5,3,3,1,3,4,2,1,3,2,3,1,2,1,1
673,4,1,5,1,2,3,3,1,4,1,1,3,1,3,2,1,3,1,1,1,2
457,1,1,3,2,3,1,5,2,3,1,3,4,2,3,3,1,3,1,2,1,1
893,2,4,5,2,4,1,3,2,3,1,3,3,2,3,2,2,3,1,2,1,2
127,2,1,3,7,1,1,3,3,3,1,1,3,2,3,2,1,3,1,1,1,1
109,2,2,3,10,2,3,5,1,4,1,1,1,2,3,2,1,3,1,2,1,2
484,4,1,5,1,1,3,3,3,3,1,3,1,2,3,2,1,3,1,2,1,2
43,1,4,5,2,4,2,4,1,4,1,3,3,1,3,1,2,3,1,1,1,2
422,2,1,5,1,1,1,4,1,3,1,2,1,2,3,2,2,2,2,1,1,2
651,2,1,3,4,2,1,3,3,3,1,1,2,2,3,2,1,2,1,1,1,1
714,2,4,3,1,4,1,4,3,3,1,1,4,2,3,2,1,4,1,2,1,1
771,1,4,5,8,4,1,3,2,2,1,1,4,1,3,2,2,4,1,2,1,1
657,4,4,3,5,4,5,4,3,3,1,2,3,2,2,2,1,3,1,2,1,2
986,3,4,1,10,4,1,2,1,1,1,1,2,2,3,2,2,3,1,1,1,2
848,1,1,3,5,1,1,4,2,3,1,3,1,2,3,2,1,3,1,1,1,2
145,2,4,2,10,3,2,4,3,3,1,1,3,2,3,2,1,3,1,1,1,2
927,1,4,3,2,4,1,4,3,3,1,3,4,2,2,3,3,3,2,2,1,1
890,1,4,5,10,3,1,5,3,3,1,3,3,2,2,2,4,4,2,2,1,2
808,2,4,2,2,4,1,1,1,3,1,1,4,2,1,3,1,4,1,2,1,2
631,1,2,2,4,2,1,3,3,3,1,2,3,2,1,2,1,3,1,1,1,1
